ID,Kingdom,Phylum,Class,Order,Family,Genus,Figure 3b,Figure 4 & 5,Day 0,Day 24,Day 181,Day 217,Day 356,Day 372,TOTAL
ASV639,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,5.80E-05,0,0,0,9.66E-06
ASV589,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,4.35E-05,0,0,0,7.25E-06
ASV596,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,4.35E-05,0,0,0,0,0,7.25E-06
ASV641,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV647,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0,0,4.35E-05,7.25E-06
ASV661,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,4.35E-05,0,0,7.25E-06
ASV630,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,2.90E-05,0,0,4.83E-06
ASV631,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,2.90E-05,0,0,4.83E-06
ASV642,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,2.90E-05,0,0,4.83E-06
ASV644,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,0,0,0,0,2.90E-05,0,4.83E-06
ASV686,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Clostridiales_unclassified,None,1.45E-05,0,0,0,0,0,2.42E-06
ASV3,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,Lentimicrobium,None,0.000565217,0.000231884,0.093637681,0.09773913,0.129086957,0.134231884,0.075915459
ASV590,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,Lentimicrobium,None,0,0,8.70E-05,0,1.45E-05,0,1.69E-05
ASV4,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga,None,0.001188406,0.000521739,0.02984058,0.059666667,0.05173913,0.034681159,0.02960628
ASV13,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga,None,0.00073913,0,0.013347826,0.028811594,0.020782609,0.013463768,0.012857488
ASV643,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga,None,0,0,0,0,2.90E-05,0,4.83E-06
ASV1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanogenic archaea,Methanogenic archaea,0.212289855,0.119797101,0.307797101,0.287695652,0.289086957,0.314985507,0.255275362
ASV2,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanogenic archaea,Methanogenic archaea,0.107565217,0.048826087,0.15026087,0.138101449,0.134115942,0.146536232,0.120900966
ASV36,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanogenic archaea,Methanogenic archaea,0.001130435,0.008942029,0.001231884,0.001362319,0.004536232,0.004768116,0.003661836
ASV251,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobia_unclassified,Methanomicrobia_unclassified,Methanomicrobia_unclassified,Methanogenic archaea,Methanogenic archaea,0,0,0.000376812,0.000202899,8.70E-05,8.70E-05,0.000125604
ASV325,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,uncultured,Methanogenic archaea,Methanogenic archaea,0,0,8.70E-05,8.70E-05,8.70E-05,0.000188406,7.49E-05
ASV428,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Candidatus_Methanofastidiosum,Methanogenic archaea,Methanogenic archaea,0,0,8.70E-05,8.70E-05,2.90E-05,0,3.38E-05
ASV653,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanogenic archaea,Methanogenic archaea,0,5.80E-05,0,0,0,0,9.66E-06
ASV657,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanogenic archaea,Methanogenic archaea,0,0,1.45E-05,0,0,0,2.42E-06
ASV33,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,SRB,SRB,0.00415942,0.026463768,0.000913043,0.000913043,0.001072464,0.00015942,0.005613527
ASV28,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvus,SRB,SRB,0,0,0.009768116,0.008,0.006869565,0.003724638,0.004727053
ASV31,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,SRB,SRB,0.000188406,0.000478261,0.005971014,0.007014493,0.005043478,0.003594203,0.003714976
ASV49,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvus,SRB,SRB,0,0,0.002217391,0.002202899,0.003144928,0.004797101,0.002060386
ASV82,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,0.002695652,0.002753623,0.000782609,0.000637681,0.000246377,0.000144928,0.001210145
ASV86,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,0.002811594,0.002333333,0.000724638,0.000898551,0.000202899,0,0.001161836
ASV107,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,SRB,SRB,0.00442029,0.00026087,0,0,0.000144928,0,0.000804348
ASV123,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,SRB,SRB,8.70E-05,7.25E-05,0.001043478,0.001217391,0.000478261,0.000318841,0.000536232
ASV133,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,SRB,SRB,0,0,0.000797101,0.000826087,0.000478261,0.000811594,0.000485507
ASV161,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,0.001101449,0.000942029,0.000275362,0.000231884,0.000173913,0,0.000454106
ASV172,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,0.001014493,0.000913043,0.000246377,0.000188406,0.000101449,0,0.000410628
ASV171,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,0.000898551,0.000884058,0.000275362,0.00015942,7.25E-05,8.70E-05,0.000396135
ASV194,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,0.000956522,0.000927536,0.000144928,0,0,0,0.000338164
ASV196,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,SRB,SRB,0.000318841,0.001072464,0.00015942,0.000173913,0.000101449,7.25E-05,0.000316425
ASV176,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,SRB,SRB,0,0,0.000608696,0.000391304,0.000521739,0.000202899,0.00028744
ASV189,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,SRB,SRB,0,0,0.000318841,0.000333333,0.000405797,0.000318841,0.000229469
ASV211,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,SRB,SRB,0.000492754,0,0.000246377,0.000318841,0.000246377,0,0.000217391
ASV259,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,SRB,SRB,0.000318841,0.000405797,7.25E-05,0,0.00015942,0.000115942,0.000178744
ASV240,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,SRB,SRB,0,0,0.000144928,7.25E-05,0.000478261,0.000231884,0.000154589
ASV373,Bacteria,Nitrospirae,Thermodesulfovibrionia,uncultured,uncultured_fa,uncultured_ge,SRB,SRB,0,0.000710145,0,0,0,0,0.000118357
ASV323,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,SRB,SRB,0.000550725,0,0,0,0,0,9.18E-05
ASV372,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,SRB,SRB,5.80E-05,0.000101449,4.35E-05,0.000144928,2.90E-05,1.45E-05,6.52E-05
ASV379,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,SRB,SRB,0,0,1.45E-05,8.70E-05,0.000130435,8.70E-05,5.31E-05
ASV391,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,SRB,SRB,0,0,0.000101449,0.000101449,2.90E-05,0,3.86E-05
ASV624,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,SRB,SRB,0,8.70E-05,0,0,0,0,1.45E-05
ASV7,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Syner-01,Syner-01,None,0.00957971,0.003811594,0.038623188,0.040144928,0.041884058,0.014913043,0.024826087
ASV96,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Syner-01,Syner-01,None,0,0,0.000608696,0.000623188,0.002478261,0.000826087,0.000756039
ASV270,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Syner-01,Syner-01,None,0,0,0,0,0.00057971,0,9.66E-05
ASV458,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Syner-01,Syner-01,None,0,0,0,0,0.000173913,0,2.90E-05
ASV9,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophic bacteria,Syntrophic bacteria,0.000217391,0.000289855,0.042391304,0.029478261,0.014347826,0.044217391,0.021823671
ASV59,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Syntrophic bacteria,Syntrophic bacteria,0,0,0.000753623,0.000855072,0.002594203,0.00342029,0.001270531
ASV382,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Syntrophic bacteria,Syntrophic bacteria,0,0,0,0,8.70E-05,0.000304348,6.52E-05
ASV383,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophic bacteria,Syntrophic bacteria,0,0,0.000173913,0.000115942,0,0,4.83E-05
ASV536,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,Syntrophic bacteria,Syntrophic bacteria,0,0,0,0.000101449,0,0,1.69E-05
ASV652,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophic bacteria,Syntrophic bacteria,0,5.80E-05,0,0,0,0,9.66E-06
ASV580,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,Syntrophic bacteria,Syntrophic bacteria,0,0,4.35E-05,1.45E-05,0,0,9.66E-06
ASV602,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,Syntrophic bacteria,Syntrophic bacteria,0,0,0,2.90E-05,0,0,4.83E-06
ASV6,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga,None,0,0,0.005173913,0.010536232,0.068594203,0.055724638,0.023338164
ASV699,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga,None,0,0,0,0,0,1.45E-05,2.42E-06
